c1,c2,stim,isPlural
gate,post,gatepost,0
guide,post,guidepost,0
door,post,doorpost,0
lamp,post,lamppost,0
goal,post,goalpost,0
sign,post,signpost,0
crack,pot,crackpot,0
tea,pot,teapot,0
flower,pot,flowerpot,0
fuss,pot,fusspot,0
chamber,pot,chamberpot,0
honey,pot,honeypot,0
jack,pot,jackpot,0
stock,pot,stockpot,0
hot,pot,hotpot,0
coffee,pot,coffeepot,0
down,pour,downpour,0
gun,powder,gunpowder,0
brain,power,brainpower,0
will,power,willpower,0
candle,power,candlepower,0
horse,power,horsepower,0
fire,power,firepower,0
man,power,manpower,0
cow,pox,cowpox,0
small,pox,smallpox,0
chicken,pox,chickenpox,0
letter,press,letterpress,0
over,pressure,overpressure,0
foot,print,footprint,0
finger,print,fingerprint,0
thumb,print,thumbprint,0
blue,print,blueprint,0
off,print,offprint,0
news,print,newsprint,0
over,print,overprint,0
finger,printing,fingerprinting,0
over,production,overproduction,0
under,production,underproduction,0
water,proof,waterproof,0
bomb,proof,bombproof,0
water,proofing,waterproofing,0
brew,pub,brewpub,0
cow,puncher,cowpuncher,0
sour,puss,sourpuss,0
through,put,throughput,0
earth,quake,earthquake,0
hind,quarter,hindquarter,0
head,quarters,headquarters,1
hind,quarters,hindquarters,1
jack,rabbit,jackrabbit,0
foot,race,footrace,0
mill,race,millrace,0
rick,rack,rickrack,0
horse,radish,horseradish,0
wash,rag,washrag,0
dish,rag,dishrag,0
hand,rail,handrail,0
guard,rail,guardrail,0
fund,raiser,fundraiser,0
muck,raking,muckraking,0
musk,rat,muskrat,0
birth,rate,birthrate,0
under,rating,underrating,0
over,rating,overrating,0
sting,ray,stingray,0
over,reaction,overreaction,0
proof,reader,proofreader,0
news,reader,newsreader,0
lip,reading,lipreading,0
news,reel,newsreel,0
back,rest,backrest,0
arm,rest,armrest,0
foot,rest,footrest,0
head,rest,headrest,0
mid,rib,midrib,0
spare,ribs,spareribs,1
hay,rick,hayrick,0
over,ride,override,0
joy,ride,joyride,0
birth,right,birthright,0
copy,right,copyright,0
bull,ring,bullring,0
ear,ring,earring,0
sun,rise,sunrise,0
high,road,highroad,0
cross,road,crossroad,0
rail,road,railroad,0
cross,roads,crossroads,1
bath,robe,bathrobe,0
bed,rock,bedrock,0
sky,rocket,skyrocket,0
golden,rod,goldenrod,0
ram,rod,ramrod,0
jelly,roll,jellyroll,0
pay,roll,payroll,0
bank,roll,bankroll,0
bed,roll,bedroll,0
steam,roller,steamroller,0
log,rolling,logrolling,0
sun,roof,sunroof,0
work,room,workroom,0
store,room,storeroom,0
green,room,greenroom,0
bed,room,bedroom,0
school,room,schoolroom,0
board,room,boardroom,0
sick,room,sickroom,0
class,room,classroom,0
ball,room,ballroom,0
bar,room,barroom,0
wash,room,washroom,0
lunch,room,lunchroom,0
sales,room,salesroom,0
club,room,clubroom,0
home,room,homeroom,0
tap,room,taproom,0
bath,room,bathroom,0
head,room,headroom,0
ward,room,wardroom,0
back,room,backroom,0
play,room,playroom,0
tea,room,tearoom,0
news,room,newsroom,0
house,room,houseroom,0
stock,room,stockroom,0
pool,room,poolroom,0
dark,room,darkroom,0
guard,room,guardroom,0
sale,room,saleroom,0
state,room,stateroom,0
show,room,showroom,0
rest,room,restroom,0
coat,room,coatroom,0
cloak,room,cloakroom,0
court,room,courtroom,0
check,room,checkroom,0
guest,room,guestroom,0
strong,room,strongroom,0
beet,root,beetroot,0
tap,root,taproot,0
arrow,root,arrowroot,0
tow,rope,towrope,0
tight,rope,tightrope,0
hedge,row,hedgerow,0
hearth,rug,hearthrug,0
over,run,overrun,0
fore,runner,forerunner,0
gun,runner,gunrunner,0
road,runner,roadrunner,0
gun,running,gunrunning,0
ruck,sack,rucksack,0
gunny,sack,gunnysack,0
pack,saddle,packsaddle,0
side,saddle,sidesaddle,0
lug,sail,lugsail,0
main,sail,mainsail,0
top,sail,topsail,0
name,sake,namesake,0
keep,sake,keepsake,0
whole,sale,wholesale,0
quick,sand,quicksand,0
apple,sauce,applesauce,0
life,saver,lifesaver,0
life,saving,lifesaving,0
rip,saw,ripsaw,0
jig,saw,jigsaw,0
chain,saw,chainsaw,0
see,saw,seesaw,0
hack,saw,hacksaw,0
hand,saw,handsaw,0
buck,saw,bucksaw,0
fret,saw,fretsaw,0
whip,saw,whipsaw,0
hear,say,hearsay,0
sooth,saying,soothsaying,0
city,scape,cityscape,0
land,scape,landscape,0
sea,scape,seascape,0
head,scarf,headscarf,0
play,school,playschool,0
four,score,fourscore,0
under,score,underscore,0
three,score,threescore,0
butter,scotch,butterscotch,0
hop,scotch,hopscotch,0
sky,scraper,skyscraper,0
wind,screen,windscreen,0
sun,screen,sunscreen,0
silk,screen,silkscreen,0
smoke,screen,smokescreen,0
touch,screen,touchscreen,0
thumb,screw,thumbscrew,0
cork,screw,corkscrew,0
set,screw,setscrew,0
type,script,typescript,0
back,seat,backseat,0
under,secretary,undersecretary,0
mid,section,midsection,0
rape,seed,rapeseed,0
bird,seed,birdseed,0
cotton,seed,cottonseed,0
oil,seed,oilseed,0
hay,seed,hayseed,0
sight,seeing,sightseeing,0
over,seer,overseer,0
sight,seer,sightseer,0
best,seller,bestseller,0
book,seller,bookseller,0
god,send,godsend,0
man,servant,manservant,0
maid,servant,maidservant,0
time,server,timeserver,0
head,set,headset,0
mind,set,mindset,0
off,set,offset,0
sun,set,sunset,0
hand,set,handset,0
type,setter,typesetter,0
pace,setter,pacesetter,0
sun,shade,sunshade,0
night,shade,nightshade,0
lamp,shade,lampshade,0
eye,shadow,eyeshadow,0
mine,shaft,mineshaft,0
crank,shaft,crankshaft,0
cam,shaft,camshaft,0
milk,shake,milkshake,0
hand,shake,handshake,0
bone,shaker,boneshaker,0
salt,shaker,saltshaker,0
hand,shaking,handshaking,0
plow,share,plowshare,0
card,sharp,cardsharp,0
card,sharper,cardsharper,0
spoke,shave,spokeshave,0
cow,shed,cowshed,0
water,shed,watershed,0
wood,shed,woodshed,0
blood,shed,bloodshed,0
work,sheet,worksheet,0
ground,sheet,groundsheet,0
spread,sheet,spreadsheet,0
broad,sheet,broadsheet,0
book,shelf,bookshelf,0
sea,shell,seashell,0
cockle,shell,cockleshell,0
tortoise,shell,tortoiseshell,0
egg,shell,eggshell,0
nut,shell,nutshell,0
bomb,shell,bombshell,0
pot,sherd,potsherd,0
wind,shield,windshield,0
gear,shift,gearshift,0
down,shift,downshift,0
make,shift,makeshift,0
red,shift,redshift,0
shoe,shine,shoeshine,0
sun,shine,sunshine,0
moon,shine,moonshine,0
moon,shiner,moonshiner,0
troop,ship,troopship,0
showman,ship,showmanship,0
flag,ship,flagship,0
swordsman,ship,swordsmanship,0
battle,ship,battleship,0
light,ship,lightship,0
space,ship,spaceship,0
chairman,ship,chairmanship,0
war,ship,warship,0
horseman,ship,horsemanship,0
steam,ship,steamship,0
air,ship,airship,0
under,shirt,undershirt,0
sweat,shirt,sweatshirt,0
night,shirt,nightshirt,0
after,shock,aftershock,0
gum,shoe,gumshoe,0
horse,shoe,horseshoe,0
snow,shoe,snowshoe,0
over,shoe,overshoe,0
horse,shoes,horseshoes,1
over,shoot,overshoot,0
sharp,shooter,sharpshooter,0
trouble,shooter,troubleshooter,0
trap,shooting,trapshooting,0
barber,shop,barbershop,0
book,shop,bookshop,0
pawn,shop,pawnshop,0
bake,shop,bakeshop,0
toy,shop,toyshop,0
work,shop,workshop,0
sweat,shop,sweatshop,0
tea,shop,teashop,0
sea,shore,seashore,0
hot,shot,hotshot,0
buck,shot,buckshot,0
sling,shot,slingshot,0
mug,shot,mugshot,0
pot,shot,potshot,0
grape,shot,grapeshot,0
ear,shot,earshot,0
gun,shot,gunshot,0
snap,shot,snapshot,0
peep,show,peepshow,0
side,show,sideshow,0
thunder,shower,thundershower,0
home,sickness,homesickness,0
air,sickness,airsickness,0
heart,sickness,heartsickness,0
sea,sickness,seasickness,0
lake,side,lakeside,0
curb,side,curbside,0
near,side,nearside,0
fire,side,fireside,0
under,side,underside,0
top,side,topside,0
sea,side,seaside,0
dock,side,dockside,0
way,side,wayside,0
country,side,countryside,0
river,side,riverside,0
back,side,backside,0
hill,side,hillside,0
bed,side,bedside,0
road,side,roadside,0
down,side,downside,0
ring,side,ringside,0
mountain,side,mountainside,0
off,side,offside,0
water,side,waterside,0
broad,side,broadside,0
hind,sight,hindsight,0
over,sight,oversight,0
eye,sight,eyesight,0
window,sill,windowsill,0
quick,silver,quicksilver,0
bed,sit,bedsit,0
camp,site,campsite,0
web,site,website,0
bed,sitter,bedsitter,0
baby,sitter,babysitter,0
baby,sitting,babysitting,0
down,sizing,downsizing,0
cheap,skate,cheapskate,0
sheep,skin,sheepskin,0
doe,skin,doeskin,0
oil,skin,oilskin,0
buck,skin,buckskin,0
goat,skin,goatskin,0
seal,skin,sealskin,0
deer,skin,deerskin,0
onion,skin,onionskin,0
kid,skin,kidskin,0
wine,skin,wineskin,0
lamb,skin,lambskin,0
pig,skin,pigskin,0
calf,skin,calfskin,0
bear,skin,bearskin,0
shark,skin,sharkskin,0
mole,skin,moleskin,0
buck,skins,buckskins,1
under,skirt,underskirt,0
out,skirts,outskirts,1
back,slapper,backslapper,0
man,slaughter,manslaughter,0
bob,sled,bobsled,0
dog,sled,dogsled,0
bob,sledding,bobsledding,0
shirt,sleeve,shirtsleeve,0
shirt,sleeves,shirtsleeves,1
bob,sleigh,bobsleigh,0
mud,slide,mudslide,0
land,slide,landslide,0
back,slider,backslider,0
back,sliding,backsliding,0
mud,slinger,mudslinger,0
gun,slinger,gunslinger,0
land,slip,landslip,0
gym,slip,gymslip,0
pay,slip,payslip,0
cow,slip,cowslip,0
gold,smith,goldsmith,0
lock,smith,locksmith,0
tin,smith,tinsmith,0
word,smith,wordsmith,0
silver,smith,silversmith,0
black,smith,blacksmith,0
gun,smith,gunsmith,0
black,snake,blacksnake,0
rattle,snake,rattlesnake,0
ginger,snap,gingersnap,0
whipper,snapper,whippersnapper,0
gutter,snipe,guttersnipe,0
wind,sock,windsock,0
top,soil,topsoil,0
inner,sole,innersole,0
four,some,foursome,0
god,son,godson,0
grand,son,grandson,0
bird,song,birdsong,0
plain,song,plainsong,0
sing,song,singsong,0
even,song,evensong,0
folk,song,folksong,0
milk,sop,milksop,0
bed,sore,bedsore,0
eye,sore,eyesore,0
back,space,backspace,0
crawl,space,crawlspace,0
air,space,airspace,0
work,space,workspace,0
life,span,lifespan,0
wing,span,wingspan,0
double,speak,doublespeak,0
loud,speaker,loudspeaker,0
fly,speck,flyspeck,0
air,speed,airspeed,0
all,spice,allspice,0
marline,spike,marlinespike,0
over,spill,overspill,0
tail,spin,tailspin,0
back,spin,backspin,0
top,spin,topspin,0
hair,splitter,hairsplitter,0
hair,splitting,hairsplitting,0
dessert,spoon,dessertspoon,0
table,spoon,tablespoon,0
tea,spoon,teaspoon,0
tea,spoonful,teaspoonful,0
dessert,spoonful,dessertspoonful,0
table,spoonful,tablespoonful,0
spoil,sport,spoilsport,0
hot,spot,hotspot,0
night,spot,nightspot,0
sun,spot,sunspot,0
water,spout,waterspout,0
bed,spread,bedspread,0
wing,spread,wingspread,0
hand,spring,handspring,0
well,spring,wellspring,0
hair,spring,hairspring,0
off,spring,offspring,0
main,spring,mainspring,0
bow,sprit,bowsprit,0
home,spun,homespun,0
lark,spur,larkspur,0
four,square,foursquare,0
diddly,squat,diddlysquat,0
smoke,stack,smokestack,0
hay,stack,haystack,0
pike,staff,pikestaff,0
flag,staff,flagstaff,0
quarter,staff,quarterstaff,0
back,stage,backstage,0
down,stage,downstage,0
off,stage,offstage,0
blood,stain,bloodstain,0
back,stairs,backstairs,1
grub,stake,grubstake,0
sweep,stakes,sweepstakes,1
corn,stalk,cornstalk,0
bean,stalk,beanstalk,0
leaf,stalk,leafstalk,0
deer,stalker,deerstalker,0
deer,stalking,deerstalking,0
book,stall,bookstall,0
head,stall,headstall,0
happen,stance,happenstance,0
hand,stand,handstand,0
kick,stand,kickstand,0
head,stand,headstand,0
cab,stand,cabstand,0
ink,stand,inkstand,0
news,stand,newsstand,0
band,stand,bandstand,0
grand,stand,grandstand,0
wash,stand,washstand,0
under,standing,understanding,0
pole,star,polestar,0
super,star,superstar,0
lode,star,lodestar,0
corn,starch,cornstarch,0
over,statement,overstatement,0
under,statement,understatement,0
out,station,outstation,0
work,station,workstation,0
main,stay,mainstay,0
bed,stead,bedstead,0
home,stead,homestead,0
farm,stead,farmstead,0
beef,steak,beefsteak,0
quick,step,quickstep,0
lock,step,lockstep,0
foot,step,footstep,0
door,step,doorstep,0
side,step,sidestep,0
dip,stick,dipstick,0
joy,stick,joystick,0
night,stick,nightstick,0
candle,stick,candlestick,0
drum,stick,drumstick,0
gear,stick,gearstick,0
yard,stick,yardstick,0
match,stick,matchstick,0
chop,stick,chopstick,0
slap,stick,slapstick,0
lip,stick,lipstick,0
broom,stick,broomstick,0
turn,stile,turnstile,0
stand,still,standstill,0
hem,stitch,hemstitch,0
hem,stitching,hemstitching,0
feed,stock,feedstock,0
blood,stock,bloodstock,0
live,stock,livestock,0
head,stock,headstock,0
root,stock,rootstock,0
laughing,stock,laughingstock,0
blue,stocking,bluestocking,0
sand,stone,sandstone,0
lime,stone,limestone,0
blood,stone,bloodstone,0
gall,stone,gallstone,0
whet,stone,whetstone,0
hail,stone,hailstone,0
tomb,stone,tombstone,0
mile,stone,milestone,0
grind,stone,grindstone,0
head,stone,headstone,0
cap,stone,capstone,0
gem,stone,gemstone,0
brown,stone,brownstone,0
soap,stone,soapstone,0
moon,stone,moonstone,0
mill,stone,millstone,0
cobble,stone,cobblestone,0
lode,stone,lodestone,0
touch,stone,touchstone,0
grave,stone,gravestone,0
flag,stone,flagstone,0
hearth,stone,hearthstone,0
key,stone,keystone,0
free,stone,freestone,0
curb,stone,curbstone,0
corner,stone,cornerstone,0
silt,stone,siltstone,0
foot,stool,footstool,0
toad,stool,toadstool,0
back,stop,backstop,0
door,stop,doorstop,0
short,stop,shortstop,0
show,stopper,showstopper,0
book,store,bookstore,0
drug,store,drugstore,0
brain,storm,brainstorm,0
thunder,storm,thunderstorm,0
hail,storm,hailstorm,0
snow,storm,snowstorm,0
sand,storm,sandstorm,0
fire,storm,firestorm,0
wind,storm,windstorm,0
rain,storm,rainstorm,0
barn,stormer,barnstormer,0
brain,storming,brainstorming,0
eye,strain,eyestrain,0
watch,strap,watchstrap,0
boot,strap,bootstrap,0
jock,strap,jockstrap,0
jack,straw,jackstraw,0
jack,straws,jackstraws,1
air,stream,airstream,0
blood,stream,bloodstream,0
main,stream,mainstream,0
slip,stream,slipstream,0
mid,stream,midstream,0
home,stretch,homestretch,0
ham,string,hamstring,0
draw,string,drawstring,0
shoe,string,shoestring,0
bow,string,bowstring,0
heart,strings,heartstrings,1
air,strip,airstrip,0
weather,strip,weatherstrip,0
pin,stripe,pinstripe,0
weather,stripping,weatherstripping,0
breast,stroke,breaststroke,0
heat,stroke,heatstroke,0
master,stroke,masterstroke,0
side,stroke,sidestroke,0
sun,stroke,sunstroke,0
back,stroke,backstroke,0
key,stroke,keystroke,0
under,study,understudy,0
dye,stuff,dyestuff,0
food,stuff,foodstuff,0
pig,sty,pigsty,0
life,style,lifestyle,0
hair,style,hairstyle,0
free,style,freestyle,0
hair,stylist,hairstylist,0
none,such,nonesuch,0
blood,sucker,bloodsucker,0
sap,sucker,sapsucker,0
honey,suckle,honeysuckle,0
soap,suds,soapsuds,1
sweat,suit,sweatsuit,0
law,suit,lawsuit,0
swim,suit,swimsuit,0
space,suit,spacesuit,0
pant,suit,pantsuit,0
snow,suit,snowsuit,0
jump,suit,jumpsuit,0
mid,summer,midsummer,0
over,supply,oversupply,0
boat,swain,boatswain,0
green,sward,greensward,0
fly,swatter,flyswatter,0
mine,sweeper,minesweeper,0
bitter,sweet,bittersweet,0
pig,swill,pigswill,0
down,swing,downswing,0
side,swipe,sideswipe,0
broad,sword,broadsword,0
time,table,timetable,0
work,table,worktable,0
turn,table,turntable,0
round,table,roundtable,0
thumb,tack,thumbtack,0
hard,tack,hardtack,0
rag,tag,ragtag,0
cat,tail,cattail,0
coat,tail,coattail,0
horse,tail,horsetail,0
bob,tail,bobtail,0
wag,tail,wagtail,0
fan,tail,fantail,0
white,tail,whitetail,0
swallow,tail,swallowtail,0
dove,tail,dovetail,0
shirt,tail,shirttail,0
pony,tail,ponytail,0
cotton,tail,cottontail,0
pig,tail,pigtail,0
under,taker,undertaker,0
care,taker,caretaker,0
under,taking,undertaking,0
over,taking,overtaking,0
stock,taking,stocktaking,0
tattle,tale,tattletale,0
fairy,tale,fairytale,0
tell,tale,telltale,0
folk,tale,folktale,0
cross,talk,crosstalk,0
back,talk,backtalk,0
sun,tan,suntan,0
wire,tap,wiretap,0
video,tape,videotape,0
wire,tapper,wiretapper,0
after,taste,aftertaste,0
school,teacher,schoolteacher,0
strip,tease,striptease,0
strip,teaser,stripteaser,0
radio,telephone,radiotelephone,0
fortune,teller,fortuneteller,0
story,teller,storyteller,0
fortune,telling,fortunetelling,0
goal,tender,goaltender,0
bar,tender,bartender,0
mid,term,midterm,0
radio,therapist,radiotherapist,0
aroma,therapy,aromatherapy,0
play,thing,plaything,0
double,think,doublethink,0
free,thinker,freethinker,0
free,thinking,freethinking,0
black,thorn,blackthorn,0
haw,thorn,hawthorn,0
after,thought,afterthought,0
spend,thrift,spendthrift,0
cut,throat,cutthroat,0
heart,throb,heartthrob,0
break,through,breakthrough,0
over,throw,overthrow,0
flame,thrower,flamethrower,0
even,tide,eventide,0
noon,tide,noontide,0
rip,tide,riptide,0
neck,tie,necktie,0
over,time,overtime,0
tea,time,teatime,0
lunch,time,lunchtime,0
life,time,lifetime,0
meal,time,mealtime,0
play,time,playtime,0
night,time,nighttime,0
bed,time,bedtime,0
dinner,time,dinnertime,0
spring,time,springtime,0
summer,time,summertime,0
show,time,showtime,0
peace,time,peacetime,0
mean,time,meantime,0
winter,time,wintertime,0
rag,time,ragtime,0
half,time,halftime,0
supper,time,suppertime,0
day,time,daytime,0
war,time,wartime,0
down,time,downtime,0
finger,tip,fingertip,0
hammer,toe,hammertoe,0
tip,toe,tiptoe,0
under,tone,undertone,0
over,tone,overtone,0
half,tone,halftone,0
saw,tooth,sawtooth,0
eye,tooth,eyetooth,0
buck,tooth,bucktooth,0
flat,top,flattop,0
hill,top,hilltop,0
tree,top,treetop,0
hard,top,hardtop,0
house,top,housetop,0
tip,top,tiptop,0
desk,top,desktop,0
black,top,blacktop,0
lap,top,laptop,0
table,top,tabletop,0
roof,top,rooftop,0
black,topping,blacktopping,0
blow,torch,blowtorch,0
under,tow,undertow,0
dish,towel,dishtowel,0
watch,tower,watchtower,0
down,town,downtown,0
home,town,hometown,0
shanty,town,shantytown,0
sound,track,soundtrack,0
side,track,sidetrack,0
race,track,racetrack,0
con,trail,contrail,0
clap,trap,claptrap,0
man,trap,mantrap,0
fire,trap,firetrap,0
mouse,trap,mousetrap,0
death,trap,deathtrap,0
sun,trap,suntrap,0
rat,trap,rattrap,0
ash,tray,ashtray,0
axle,tree,axletree,0
shoe,tree,shoetree,0
para,trooper,paratrooper,0
para,troops,paratroops,1
fox,trot,foxtrot,0
dog,trot,dogtrot,0
globe,trotter,globetrotter,0
wash,tub,washtub,0
bath,tub,bathtub,0
over,turn,overturn,0
down,turn,downturn,0
grand,uncle,granduncle,0
over,use,overuse,0
over,valuation,overvaluation,0
under,valuation,undervaluation,0
over,view,overview,0
grape,vine,grapevine,0
arbor,vitae,arborvitae,1
tight,wad,tightwad,0
band,wagon,bandwagon,0
panty,waist,pantywaist,0
shirt,waist,shirtwaist,0
dumb,waiter,dumbwaiter,0
head,waiter,headwaiter,0
gun,wale,gunwale,0
side,walk,sidewalk,0
board,walk,boardwalk,0
cat,walk,catwalk,0
moon,walk,moonwalk,0
cake,walk,cakewalk,0
cross,walk,crosswalk,0
floor,walker,floorwalker,0
sleep,walker,sleepwalker,0
jay,walker,jaywalker,0
street,walker,streetwalker,0
sleep,walking,sleepwalking,0
sea,wall,seawall,0
side,wall,sidewall,0
fire,wall,firewall,0
dry,wall,drywall,0
stone,walling,stonewalling,0
west,ward,westward,0
church,warden,churchwarden,0
dish,ware,dishware,0
flat,ware,flatware,0
china,ware,chinaware,0
cook,ware,cookware,0
iron,ware,ironware,0
glass,ware,glassware,0
kitchen,ware,kitchenware,0
firm,ware,firmware,0
table,ware,tableware,0
free,ware,freeware,0
hard,ware,hardware,0
tin,ware,tinware,0
oven,ware,ovenware,0
dinner,ware,dinnerware,0
earthen,ware,earthenware,0
group,ware,groupware,0
silver,ware,silverware,0
stone,ware,stoneware,0
share,ware,shareware,0
enamel,ware,enamelware,0
soft,ware,software,0
house,warming,housewarming,0
worry,wart,worrywart,0
white,wash,whitewash,0
back,wash,backwash,0
mouth,wash,mouthwash,0
eye,wash,eyewash,0
hog,wash,hogwash,0
dish,washer,dishwasher,0
brain,washing,brainwashing,0
death,watch,deathwatch,0
wrist,watch,wristwatch,0
stop,watch,stopwatch,0
rain,water,rainwater,0
break,water,breakwater,0
salt,water,saltwater,0
white,water,whitewater,0
tide,water,tidewater,0
sea,water,seawater,0
back,water,backwater,0
fresh,water,freshwater,0
dish,water,dishwater,0
fire,water,firewater,0
brain,wave,brainwave,0
ear,wax,earwax,0
bees,wax,beeswax,0
walk,way,walkway,0
hatch,way,hatchway,0
race,way,raceway,0
head,way,headway,0
express,way,expressway,0
gate,way,gateway,0
road,way,roadway,0
slip,way,slipway,0
companion,way,companionway,0
speed,way,speedway,0
air,way,airway,0
spill,way,spillway,0
entry,way,entryway,0
rail,way,railway,0
passage,way,passageway,0
run,way,runway,0
path,way,pathway,0
cause,way,causeway,0
mid,way,midway,0
drive,way,driveway,0
high,way,highway,0
tram,way,tramway,0
arch,way,archway,0
lee,way,leeway,0
door,way,doorway,0
stair,way,stairway,0
carriage,way,carriageway,0
sea,way,seaway,0
motor,way,motorway,0
taxi,way,taxiway,0
fly,way,flyway,0
tide,way,tideway,0
water,way,waterway,0
free,way,freeway,0
gang,way,gangway,0
belt,way,beltway,0
hall,way,hallway,0
fair,way,fairway,0
alley,way,alleyway,0
clear,way,clearway,0
park,way,parkway,0
long,ways,longways,1
common,weal,commonweal,0
common,wealth,commonwealth,0
swim,wear,swimwear,0
knit,wear,knitwear,0
beach,wear,beachwear,0
sports,wear,sportswear,0
night,wear,nightwear,0
foot,wear,footwear,0
under,wear,underwear,0
outer,wear,outerwear,0
sleep,wear,sleepwear,0
cob,web,cobweb,0
newly,wed,newlywed,0
rag,weed,ragweed,0
duck,weed,duckweed,0
bind,weed,bindweed,0
chick,weed,chickweed,0
sea,weed,seaweed,0
loco,weed,locoweed,0
milk,weed,milkweed,0
tumble,weed,tumbleweed,0
work,week,workweek,0
mid,week,midweek,0
bantam,weight,bantamweight,0
light,weight,lightweight,0
middle,weight,middleweight,0
fly,weight,flyweight,0
feather,weight,featherweight,0
penny,weight,pennyweight,0
paper,weight,paperweight,0
hundred,weight,hundredweight,0
over,weight,overweight,0
make,weight,makeweight,0
welter,weight,welterweight,0
heavy,weight,heavyweight,0
ink,well,inkwell,0
speed,well,speedwell,0
stair,well,stairwell,0
north,west,northwest,0
south,west,southwest,0
south,wester,southwester,0
bell,wether,bellwether,0
bush,whacker,bushwhacker,0
buck,wheat,buckwheat,0
cog,wheel,cogwheel,0
cart,wheel,cartwheel,0
free,wheel,freewheel,0
pin,wheel,pinwheel,0
water,wheel,waterwheel,0
fly,wheel,flywheel,0
some,where,somewhere,0
mean,while,meanwhile,0
horse,whip,horsewhip,0
horse,whipping,horsewhipping,0
bob,white,bobwhite,0
candle,wick,candlewick,0
band,width,bandwidth,0
fish,wife,fishwife,0
ale,wife,alewife,0
house,wife,housewife,0
mid,wife,midwife,0
big,wig,bigwig,0
ear,wig,earwig,0
good,will,goodwill,0
cross,wind,crosswind,0
head,wind,headwind,0
whirl,wind,whirlwind,0
tail,wind,tailwind,0
wood,wind,woodwind,0
side,winder,sidewinder,0
wax,wing,waxwing,0
lace,wing,lacewing,0
lap,wing,lapwing,0
bread,winner,breadwinner,0
mid,winter,midwinter,0
hay,wire,haywire,0
barb,wire,barbwire,0
dim,wit,dimwit,0
nit,wit,nitwit,0
where,withal,wherewithal,0
eye,witness,eyewitness,0
were,wolf,werewolf,0
bond,woman,bondwoman,0
congress,woman,congresswoman,0
spokes,woman,spokeswoman,0
frontiers,woman,frontierswoman,0
states,woman,stateswoman,0
jury,woman,jurywoman,0
oars,woman,oarswoman,0
clans,woman,clanswoman,0
business,woman,businesswoman,0
air,woman,airwoman,0
news,woman,newswoman,0
committee,woman,committeewoman,0
kins,woman,kinswoman,0
chair,woman,chairwoman,0
council,woman,councilwoman,0
sales,woman,saleswoman,0
country,woman,countrywoman,0
sports,woman,sportswoman,0
mad,woman,madwoman,0
washer,woman,washerwoman,0
newspaper,woman,newspaperwoman,0
yachts,woman,yachtswoman,0
laundry,woman,laundrywoman,0
char,woman,charwoman,0
gentle,woman,gentlewoman,0
noble,woman,noblewoman,0
horse,woman,horsewoman,0
assembly,woman,assemblywoman,0
police,woman,policewoman,0
needle,woman,needlewoman,0
match,wood,matchwood,0
cotton,wood,cottonwood,0
brush,wood,brushwood,0
beech,wood,beechwood,0
box,wood,boxwood,0
pulp,wood,pulpwood,0
rose,wood,rosewood,0
dog,wood,dogwood,0
soft,wood,softwood,0
iron,wood,ironwood,0
hard,wood,hardwood,0
dead,wood,deadwood,0
drift,wood,driftwood,0
sap,wood,sapwood,0
green,wood,greenwood,0
red,wood,redwood,0
bass,wood,basswood,0
ply,wood,plywood,0
worm,wood,wormwood,0
satin,wood,satinwood,0
button,wood,buttonwood,0
bent,wood,bentwood,0
fire,wood,firewood,0
heart,wood,heartwood,0
sandal,wood,sandalwood,0
back,woods,backwoods,1
loan,word,loanword,0
swear,word,swearword,0
head,word,headword,0
buzz,word,buzzword,0
cross,word,crossword,0
watch,word,watchword,0
catch,word,catchword,0
pass,word,password,0
course,work,coursework,0
fancy,work,fancywork,0
school,work,schoolwork,0
case,work,casework,0
ground,work,groundwork,0
busy,work,busywork,0
lace,work,lacework,0
clock,work,clockwork,0
crewel,work,crewelwork,0
brick,work,brickwork,0
class,work,classwork,0
house,work,housework,0
lattice,work,latticework,0
paper,work,paperwork,0
art,work,artwork,0
body,work,bodywork,0
cabinet,work,cabinetwork,0
field,work,fieldwork,0
iron,work,ironwork,0
team,work,teamwork,0
stone,work,stonework,0
life,work,lifework,0
wax,work,waxwork,0
fire,work,firework,0
earth,work,earthwork,0
guess,work,guesswork,0
fret,work,fretwork,0
pipe,work,pipework,0
needle,work,needlework,0
breast,work,breastwork,0
plaster,work,plasterwork,0
wicker,work,wickerwork,0
patch,work,patchwork,0
spade,work,spadework,0
over,work,overwork,0
home,work,homework,0
frame,work,framework,0
net,work,network,0
hand,work,handwork,0
brush,work,brushwork,0
bridge,work,bridgework,0
metal,work,metalwork,0
hack,work,hackwork,0
wood,work,woodwork,0
piece,work,piecework,0
foot,work,footwork,0
open,work,openwork,0
steel,worker,steelworker,0
case,worker,caseworker,0
field,worker,fieldworker,0
metal,worker,metalworker,0
dock,worker,dockworker,0
wood,worker,woodworker,0
metal,working,metalworking,0
wood,working,woodworking,0
over,working,overworking,0
water,works,waterworks,1
steel,works,steelworks,1
gas,works,gasworks,1
iron,works,ironworks,1
under,world,underworld,0
nether,world,netherworld,0
dream,world,dreamworld,0
ring,worm,ringworm,0
cut,worm,cutworm,0
earth,worm,earthworm,0
angle,worm,angleworm,0
round,worm,roundworm,0
tape,worm,tapeworm,0
hook,worm,hookworm,0
book,worm,bookworm,0
silk,worm,silkworm,0
glow,worm,glowworm,0
blood,worm,bloodworm,0
inch,worm,inchworm,0
wood,worm,woodworm,0
